Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(1), np.int64(4), np.int64(29)]",18,224,11,106,47.32142857142857,7/10 (70%)
8,"[np.int64(15), np.int64(20), np.int64(35)]",31,224,11,106,47.32142857142857,6/9 (67%)
8,"[np.int64(2), np.int64(23), np.int64(29)]",22,224,11,106,47.32142857142857,6/10 (60%)
8,"[np.int64(3), np.int64(11), np.int64(13)]",22,224,11,106,47.32142857142857,7/9 (78%)
8,"[np.int64(0), np.int64(18), np.int64(31)]",26,224,11,106,47.32142857142857,6/9 (67%)
5,"[np.int64(3), np.int64(31)]",34,489,24,231,47.239263803680984,6/9 (67%)
8,"[np.int64(10), np.int64(12), np.int64(33)]",35,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(2), np.int64(28)]",8,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(15), np.int64(23), np.int64(26)]",16,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(16), np.int64(25), np.int64(26)]",30,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(17), np.int64(25)]",34,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(17), np.int64(26), np.int64(34)]",13,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(1), np.int64(2), np.int64(28)]",34,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(8), np.int64(12), np.int64(33)]",24,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(2), np.int64(6), np.int64(14)]",25,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(9), np.int64(35)]",12,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(1), np.int64(4), np.int64(27)]",13,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(0), np.int64(18), np.int64(37)]",28,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(22), np.int64(29)]",31,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(8), np.int64(29), np.int64(34)]",24,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(14), np.int64(27)]",12,163,8,77,47.239263803680984,7/10 (70%)
8,"[np.int64(10), np.int64(14), np.int64(31)]",9,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(10), np.int64(14), np.int64(31)]",30,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(27), np.int64(35)]",18,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(8), np.int64(24), np.int64(29)]",21,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(12), np.int64(32)]",34,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(2), np.int64(22), np.int64(28)]",32,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(6), np.int64(30), np.int64(37)]",17,163,8,77,47.239263803680984,6/8 (75%)
8,"[np.int64(4), np.int64(17), np.int64(25)]",28,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(2), np.int64(21), np.int64(31)]",14,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(21), np.int64(30)]",18,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(7), np.int64(14), np.int64(33)]",12,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(17), np.int64(20), np.int64(33)]",14,163,8,77,47.239263803680984,7/10 (70%)
8,"[np.int64(8), np.int64(11), np.int64(23)]",14,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(2), np.int64(22), np.int64(28)]",16,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(3), np.int64(21), np.int64(29)]",9,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(9), np.int64(16), np.int64(34)]",7,163,8,77,47.239263803680984,5/8 (62%)
8,"[np.int64(0), np.int64(14), np.int64(27)]",8,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(10), np.int64(12), np.int64(33)]",34,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(3), np.int64(10), np.int64(21)]",33,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(3), np.int64(10), np.int64(21)]",15,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(17), np.int64(20), np.int64(33)]",4,163,8,77,47.239263803680984,7/10 (70%)
8,"[np.int64(17), np.int64(20), np.int64(33)]",28,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(0), np.int64(23), np.int64(28)]",26,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(0), np.int64(23), np.int64(28)]",3,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(8), np.int64(23)]",9,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(2), np.int64(7), np.int64(35)]",1,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(18), np.int64(23), np.int64(24)]",2,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(3), np.int64(14), np.int64(31)]",2,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(2), np.int64(28)]",13,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(22), np.int64(23), np.int64(33)]",6,163,8,77,47.239263803680984,5/8 (62%)
8,"[np.int64(7), np.int64(14), np.int64(33)]",30,163,8,77,47.239263803680984,7/10 (70%)
8,"[np.int64(0), np.int64(2), np.int64(28)]",17,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(11)]",6,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(4), np.int64(27), np.int64(35)]",8,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(8), np.int64(35)]",1,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(0), np.int64(21), np.int64(30)]",34,163,8,77,47.239263803680984,7/9 (78%)
8,"[np.int64(3), np.int64(14), np.int64(34)]",1,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(15), np.int64(23), np.int64(26)]",24,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(17), np.int64(20), np.int64(35)]",34,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(6), np.int64(30), np.int64(37)]",3,163,8,77,47.239263803680984,5/8 (62%)
8,"[np.int64(4), np.int64(9), np.int64(16)]",13,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(7), np.int64(17), np.int64(35)]",2,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(4), np.int64(27), np.int64(35)]",32,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(7), np.int64(18), np.int64(26)]",17,163,8,77,47.239263803680984,6/10 (60%)
8,"[np.int64(9), np.int64(26), np.int64(30)]",3,163,8,77,47.239263803680984,6/9 (67%)
8,"[np.int64(7), np.int64(16), np.int64(34)]",2,163,8,77,47.239263803680984,5/8 (62%)
8,"[np.int64(9), np.int64(26), np.int64(30)]",21,163,8,77,47.239263803680984,6/9 (67%)
5,"[np.int64(21), np.int64(30)]",35,428,21,202,47.19626168224299,6/10 (60%)
8,"[np.int64(17), np.int64(22), np.int64(26)]",15,265,13,125,47.16981132075472,7/9 (78%)
5,"[np.int64(5), np.int64(14)]",1,367,18,173,47.13896457765668,7/9 (78%)
8,"[np.int64(15), np.int64(17), np.int64(35)]",31,204,10,96,47.05882352941176,7/10 (70%)
8,"[np.int64(19), np.int64(20), np.int64(23)]",25,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(19)]",29,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(15), np.int64(17), np.int64(35)]",22,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(13), np.int64(15), np.int64(34)]",0,204,10,96,47.05882352941176,7/9 (78%)
8,"[np.int64(5), np.int64(13), np.int64(16)]",36,204,10,96,47.05882352941176,7/9 (78%)
8,"[np.int64(31), np.int64(32), np.int64(35)]",9,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(0), np.int64(12), np.int64(35)]",33,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(2), np.int64(8), np.int64(13)]",15,204,10,96,47.05882352941176,7/10 (70%)
8,"[np.int64(2), np.int64(15), np.int64(31)]",29,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(4), np.int64(20), np.int64(33)]",12,204,10,96,47.05882352941176,7/9 (78%)
8,"[np.int64(4), np.int64(20), np.int64(33)]",5,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(11), np.int64(12), np.int64(35)]",17,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(4), np.int64(15), np.int64(16)]",20,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(20), np.int64(29), np.int64(31)]",23,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(20), np.int64(31), np.int64(34)]",26,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(19)]",18,204,10,96,47.05882352941176,7/10 (70%)
8,"[np.int64(1), np.int64(4), np.int64(13)]",18,204,10,96,47.05882352941176,7/10 (70%)
8,"[np.int64(3), np.int64(15), np.int64(23)]",27,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(1), np.int64(6), np.int64(37)]",3,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(6), np.int64(17), np.int64(34)]",22,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(12), np.int64(20), np.int64(21)]",14,102,5,48,47.05882352941176,5/8 (62%)
8,"[np.int64(18), np.int64(26), np.int64(32)]",11,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(23), np.int64(28), np.int64(31)]",35,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(17), np.int64(32), np.int64(33)]",30,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(3), np.int64(9), np.int64(31)]",32,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(3), np.int64(22), np.int64(26)]",34,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(3), np.int64(9), np.int64(31)]",1,204,10,96,47.05882352941176,7/9 (78%)
8,"[np.int64(12), np.int64(20), np.int64(21)]",4,102,5,48,47.05882352941176,5/8 (62%)
8,"[np.int64(22), np.int64(24), np.int64(33)]",18,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(12), np.int64(20), np.int64(21)]",29,102,5,48,47.05882352941176,5/8 (62%)
8,"[np.int64(3), np.int64(9), np.int64(31)]",8,204,10,96,47.05882352941176,6/9 (67%)
8,"[np.int64(6), np.int64(7), np.int64(29)]",21,204,10,96,47.05882352941176,6/10 (60%)
8,"[np.int64(1), np.int64(16), np.int64(18)]",6,204,10,96,47.05882352941176,7/9 (78%)
5,"[np.int64(12), np.int64(32)]",16,449,22,211,46.99331848552338,8/10 (80%)
5,"[np.int64(12), np.int64(32)]",11,449,22,211,46.99331848552338,6/10 (60%)
5,"[np.int64(31), np.int64(33)]",24,449,22,211,46.99331848552338,7/10 (70%)
5,"[np.int64(1), np.int64(11)]",0,347,17,163,46.97406340057637,9/10 (90%)
5,"[np.int64(18), np.int64(21)]",33,388,19,182,46.90721649484536,6/9 (67%)
3,"[np.int64(14), np.int64(22)]",26,143,7,67,46.85314685314685,6/9 (67%)
3,"[np.int64(13), np.int64(30)]",0,143,7,67,46.85314685314685,6/10 (60%)
3,"[np.int64(0), np.int64(25)]",12,143,7,67,46.85314685314685,6/10 (60%)
3,"[np.int64(0), np.int64(25)]",17,143,7,67,46.85314685314685,6/10 (60%)
3,"[np.int64(13), np.int64(30)]",37,143,7,67,46.85314685314685,6/10 (60%)
3,"[np.int64(2), np.int64(30)]",19,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(18), np.int64(21), np.int64(28)]",26,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(7)]",5,143,7,67,46.85314685314685,7/9 (78%)
8,"[np.int64(4), np.int64(29), np.int64(35)]",18,143,7,67,46.85314685314685,5/8 (62%)
8,"[np.int64(19), np.int64(20), np.int64(26)]",21,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(1), np.int64(28), np.int64(31)]",17,143,7,67,46.85314685314685,5/8 (62%)
8,"[np.int64(13), np.int64(16), np.int64(21)]",37,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(16), np.int64(33), np.int64(34)]",11,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(4), np.int64(8), np.int64(14)]",7,143,7,67,46.85314685314685,7/9 (78%)
8,"[np.int64(0), np.int64(4), np.int64(7)]",21,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(13), np.int64(18), np.int64(34)]",10,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(3), np.int64(11), np.int64(33)]",7,143,7,67,46.85314685314685,5/8 (62%)
8,"[np.int64(1), np.int64(10), np.int64(30)]",27,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(27), np.int64(35), np.int64(37)]",3,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(1), np.int64(10), np.int64(30)]",7,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(18), np.int64(21), np.int64(28)]",29,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(7), np.int64(35), np.int64(36)]",24,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(25), np.int64(26), np.int64(36)]",18,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(13), np.int64(24), np.int64(31)]",34,143,7,67,46.85314685314685,6/8 (75%)
8,"[np.int64(4), np.int64(8), np.int64(14)]",13,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(4), np.int64(29), np.int64(35)]",32,143,7,67,46.85314685314685,6/8 (75%)
8,"[np.int64(4), np.int64(11), np.int64(28)]",35,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(3), np.int64(13), np.int64(36)]",32,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(7)]",19,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(27), np.int64(35), np.int64(37)]",31,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(1), np.int64(28), np.int64(31)]",23,143,7,67,46.85314685314685,5/8 (62%)
8,"[np.int64(0), np.int64(29), np.int64(36)]",30,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(0), np.int64(29), np.int64(36)]",1,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(11), np.int64(19), np.int64(26)]",35,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(22), np.int64(25), np.int64(35)]",29,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(3), np.int64(18), np.int64(21)]",29,143,7,67,46.85314685314685,6/9 (67%)
8,"[np.int64(8), np.int64(15), np.int64(36)]",37,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(8), np.int64(21), np.int64(32)]",15,143,7,67,46.85314685314685,6/8 (75%)
8,"[np.int64(17), np.int64(21), np.int64(34)]",36,143,7,67,46.85314685314685,5/8 (62%)
8,"[np.int64(8), np.int64(15), np.int64(36)]",26,143,7,67,46.85314685314685,6/10 (60%)
8,"[np.int64(4), np.int64(11), np.int64(28)]",26,143,7,67,46.85314685314685,6/9 (67%)
5,"[np.int64(12), np.int64(14)]",11,368,18,172,46.73913043478261,7/10 (70%)
8,"[np.int64(7), np.int64(17), np.int64(18)]",29,184,9,86,46.73913043478261,7/10 (70%)
8,"[np.int64(14), np.int64(15), np.int64(30)]",8,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(24), np.int64(32), np.int64(34)]",36,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(24), np.int64(32), np.int64(34)]",16,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(20), np.int64(23), np.int64(32)]",9,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(6), np.int64(20), np.int64(32)]",36,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(26), np.int64(27), np.int64(35)]",6,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(10), np.int64(19), np.int64(22)]",31,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(6), np.int64(10), np.int64(29)]",17,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(17), np.int64(21), np.int64(29)]",0,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(19), np.int64(22), np.int64(30)]",0,184,9,86,46.73913043478261,6/9 (67%)
8,"[np.int64(2), np.int64(30), np.int64(32)]",33,184,9,86,46.73913043478261,7/10 (70%)
